COD_PRODUTO;PRODUTO;CLASSIFICACAO
017329;SAMSUNG GALAXY S II LITE TIM BRANCO;CELULAR SMARTPHONE SMARTPHONE
008429;AUTO RADIO C TOCA DISCO A LASER DEH 2880 MPA;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
012273;COMODA CAMINO TB BR;MOVEIS QUARTO COMODA
015106;ESTANTE FLOWER 44 GRAFITE BR;MOVEIS SALA DE ESTAR ESTANTE
013118;LAVADORA MARIANA 5.3 ROXA 220V 60HZ;ELETRO ELETRODOMESTICO LAVADORA
018498;BASE GAZIN ROMANCE 79 X 198 X 27 C BORDADO;MOVEIS COLCHAO COLCHAO
019132;PAINEL TV EVEREST REF 92 IPE TX ROVERE;MOVEIS SALA DE JANTAR APARADOR
016946;COMODA HORTENCIA TB BR;MOVEIS QUARTO COMODA
010905;ZTE A933 CAFE TIM;CELULAR SMARTPHONE
017907;MINI SYSTEM MS-8030 CD LET SEMP TCL;TECNOLOGIA AUDIO MINI SYSTEM
018943;AUTO RADIO DVH 7680 AV C DVD;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
008083;SIEMENS CF62 PRETO CLARO;CELULAR SMARTPHONE
023870;UN COND.SPLIT INV.USUQ092WSG3.ANWGLAZ 9.000;ELETRO AR E VENTILACAO AR CONDICIONADO
014078;LAVADORA LTE09 220V 60HZ;ELETRO ELETRODOMESTICO LAVADORA
011457;ROUPEIRO 6 PTS.MAIRA;MOVEIS QUARTO GUARDA-ROUPA
G0004C;GE2 LAV. ROUPAS TANQUINHO;SERVICOS GARANTIA
020533;RACK MALIBU CAPUCCINO CAFE;MOVEIS SALA DE ESTAR RACK
010078;SAMSUNG SGH C500;CELULAR SMARTPHONE
A02288;HD 600GB CHEETAH 15K.7;ALMOXARIFADO
024691;TORRE QUENTE II 70CM 3P CG265 TEKA/VERMONT;MOVEIS COZINHA PANELEIRO
006860;ARMARIO DE ACO ITACLASS IPV 3;MOVEIS COZINHA COZINHA COMPACTA
015770;CAPA TURBO 30 40 BR;ELETRO AR E VENTILACAO VENTILADOR
014309;CAMERA DIGITAL DSC W530 P ROSA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
007538;ARM ACO ITANOVA SMART IG2 D BR;MOVEIS COZINHA COZINHA COMPACTA
009043;LAVADORA TURBO PERFORMANCE1 BWG10 ABBNA;ELETRO ELETRODOMESTICO LAVADORA
009337;MESA PRAIA C 4 CAD.MG MF MP T BR;MOVEIS SALA DE JANTAR MESA
018209;APPLE IPHONE 4S 16BG PTO;CELULAR SMARTPHONE SMARTPHONE
017157;LIQUID.LN27 OPTIMIX PLUS ARNO;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
022175;CELULAR BLU TANK II T193 DB PRETO AMARELO;CELULAR CELULAR CELULAR
021238;SAMSUNG GALAXY ACE 4 NEO G318M PTO OI;CELULAR SMARTPHONE SMARTPHONE
023545;BALCAO C/TAMPO 210 TX DAKOTA/TX BRANCO;MOVEIS COZINHA BALCAO
020579;CADEIRA PRINCESA CRAQUELAD ESC 63 CAPT ESCURO;MOVEIS COZINHA CADEIRA
020775;CELULAR FREECELL FREE CROSS DB PURPURA;CELULAR CELULAR CELULAR
017903;TV LED DL 3954 F;TECNOLOGIA TV E VIDEO TV
022239;CONJ.VITORIA 202 PRETO AMASS;MOVEIS SALA DE ESTAR SOFA
A01245;RETENTOR DE BORRACHA  A0219970047;ALMOXARIFADO
011390;FERRO A VAPOR ZT103;ELETRO ELETROPORTATEIS FERRO
016684;CANTONEIRA INTEIRA ALTA 198 CAPUCCINO;MOVEIS COZINHA COZINHA COMPACTA
S0001C;SERVICO DE PROTECAO SEM DESCULPAS48;SERVICOS SEGURO CELULAR
014591;ESTOFADO MAISA 2 E 3 LUGURES;MOVEIS SALA DE ESTAR SOFA
016343;HUAWEI G6005 PRET VERM CLARO;CELULAR SMARTPHONE
017665;SECADORA SR555 10KG LATINA;ELETRO ELETRODOMESTICO SECADORA
A00094;TALAO COBRANCA;ALMOXARIFADO
A00391;TONER 12A;ALMOXARIFADO
015395;MOTOROLA EX119 DOIS CHIPS DB ROSA;CELULAR CELULAR CELULAR
A02459;ARRUELA DE PRESSAO 8MM;ALMOXARIFADO
A00018;CLIPS 2 0 C  100UN;ALMOXARIFADO
015024;MESA DE CENTRO KARINA TB BR;MOVEIS SALA DE ESTAR MESA DE CENTRO
A01220;JOGO CABO VELA GOL POWER 8V 2000/NGK;ALMOXARIFADO
013097;APARADOR MONET 220 09 IMB CLARO PT;MOVEIS SALA DE JANTAR APARADOR
021870;TABLET NB226 MINI MS40 4
017898;TV LED 42 PFL3008D 78 TP VISION;TECNOLOGIA TV E VIDEO TV
006594;TV 20  PT 529A STEREO RECEPTOR;TECNOLOGIA TV E VIDEO TV
017107;AUTO RADIO DVH 7580AV;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
008482;FORNO MICOONDAS 18L BRANCO CMS 18 BBBNA;ELETRO ELETRODOMESTICO FORNO
A01176;RESERV. RADIADOR 1620 2000/2012 C/SENS(1992);ALMOXARIFADO
023004;CADEIRA BISTRO PEROLA VINHO PLAST HOME;MOVEIS TERRACO CADEIRA
024714;ESTOFADO SOSSEGO 3 E 2 LUGARES SUEDE CAFE;MOVEIS SALA DE ESTAR SOFA
010980;CAMA SOLTEIRO MILENA;MOVEIS QUARTO CAMA
016012;ARM ACO ITANEW IPLDV 80 NG BR;MOVEIS COZINHA PANELEIRO
019343;KIT 8 PES MADEIRA GOLD GRI;MOVEIS COZINHA ARMARIO
S0002L;SERVICO DE PROTECAO SEM DESCULPAS92;SERVICOS SEGURO CELULAR
011903;VENTILADOR TURBO 50 CM COLUNA PT;ELETRO AR E VENTILACAO VENTILADOR
023581;CAMA AUXILIAR BICAMA - BRANCO;MOVEIS QUARTO CAMA
016406;MESA C 4 CAD.PINTADA ACT BR GRAF;MOVEIS SALA DE JANTAR CONJUNTO MESA
S000AH;SERVICO DE PROTECAO TOTAL 157;SERVICOS SEGURO CELULAR
015116;MULTIPROCESSADOR ADVANCE TRITTER BLACK MALLOR;ELETRO ELETROPORTATEIS PROCESSADOR DE ALIMENTOS
013546;CAMA CASAL MONTERREY IMB PT;MOVEIS QUARTO CAMA
018161;CAMA SOLT RALLY 090 VM;MOVEIS QUARTO CAMA
013047;ESTANTE SHARI IMB PRETO;MOVEIS SALA DE ESTAR ESTANTE
008415;NOKIA 6101 AVULSO OI;CELULAR SMARTPHONE
016936;BIBOX HORTENCIA BAU CZ PT;MOVEIS QUARTO CAMA
012300;CRIADO MUDO ROBUSTO TB BR;MOVEIS QUARTO CRIADO MUDO
A02382;SUPORTE P NOTEBOOK CROMADO;ALMOXARIFADO
012262;POLTRONA RECL DIANA KORINO 434 CAFE;MOVEIS SALA DE ESTAR POLTRONA
013153;MESA DE CENTRO MERIDA IMB PT;MOVEIS SALA DE ESTAR MESA DE CENTRO
017855;BICICLETA COLLI DP.SUSP.A26 72R 21M MASC AMAR;LAZER ESPORTE E FITNESS BICICLETA
015051;TOUCADOR CLASSIC MF;MOVEIS QUARTO TOUCADOR
020225;ARM JAZZ IPH 70 PT;MOVEIS COZINHA ARMARIO
013755;CAMA SOLTEIRO MARCELA MG;MOVEIS QUARTO CAMA
019213;CONJ.3 2 LUG.DETROID 1780 BEGE TEC.SUEDE;MOVEIS SALA DE ESTAR SOFA
007693;SECADOR HP 4607 philips;ELETRO BELEZA E SAUDE SECADOR DE CABELO
018264;HOME THEATER ARUBA CINZA ARTICO PRETO;MOVEIS SALA DE ESTAR ESTANTE
024904;KITS ORION REF 8880 NOGAL/WHITE/NOGAL;MOVEIS COZINHA KIT
024940;CADEIRA LAELIA 3819 PRETA;MOVEIS TERRACO CADEIRA
A02891;SAPATO C CADARCO - 38;ALMOXARIFADO
024950;CJ OMA M.JESSICA CR1
024959;ROUPEIRO LONDRES MALBEC;MOVEIS QUARTO GUARDA-ROUPA
024960;ROUPEIRO LONDRES ROVERE;MOVEIS QUARTO GUARDA-ROUPA
024961;ROUPEIRO LONDRES BRANCO;MOVEIS QUARTO GUARDA-ROUPA
024963;ROUPEIRO MUTUIPE ROVERE;MOVEIS QUARTO GUARDA-ROUPA
024964;ROUPEIRO MUTUIPE BRANCO;MOVEIS QUARTO GUARDA-ROUPA
024965;ROUPEIRO FLORIDA 6 PORTAS MALBEC;MOVEIS QUARTO GUARDA-ROUPA
024966;ROUPEIRO FLORIDA 6 PORTAS ROVERE;MOVEIS QUARTO GUARDA-ROUPA
024970;ROUPEIRO FLORIDA 4 PORTAS BRANCO;MOVEIS QUARTO GUARDA-ROUPA
024971;ROUPEIRO NAPOLES BR RS AZ FLEX;MOVEIS QUARTO GUARDA-ROUPA
024985;CABECEIRA URUGUAI C/CRIADO MUDO ROVERE;MOVEIS QUARTO CABECEIRA
024986;CABECEIRA URUGUAI C/CRIADO MUDO BRANCO;MOVEIS QUARTO CABECEIRA
024987;ROUPEIRO C/COMODA CANNES MALBEC;MOVEIS QUARTO GUARDA-ROUPA
024989;ROUPEIRO C/COMODA CANNES BRANCO;MOVEIS QUARTO GUARDA-ROUPA
024990;ROUPEIRO C/COMODA CANNES GRIGIO LN;MOVEIS QUARTO GUARDA-ROUPA
025034;COMODA MADRI GRIGIO;MOVEIS QUARTO COMODA
025060;ESTANTE LARA CACAU;MOVEIS SALA DE ESTAR ESTANTE
025061;PAINEL HOME CAJU RUSTICO/OFF WHITE;MOVEIS SALA DE ESTAR PAINEL PARA TV
025062;RACK RECIFE CACAU;MOVEIS SALA DE ESTAR RACK
025063;RACK CANOAS AVELA/OFF WHITE;MOVEIS SALA DE ESTAR RACK
A02958;CILINDRO INFERIOR (AUXILIAR) DE EMBREAGEM;ALMOXARIFADO
025033;COMODA MADRI BRANCO;MOVEIS QUARTO COMODA
024858;ROUPEIRO 2 PTS HELOISA MEL;MOVEIS QUARTO GUARDA-ROUPA
024883;MULTIPROCESSADOR ALL IN ONE CITRUS + PR 220V;ELETRO ELETROPORTATEIS PROCESSADOR DE ALIMENTOS
024884;BATEDEIRA BELLAGIO CRISTAL NEVE VM 220V;ELETRO ELETROPORTATEIS BATEDEIRA
024887;LIQUID.ELETRONIC FILTER 800 VM 220V;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
A02898;MDF 25 MM LINO PIOMBO;ALMOXARIFADO
A02929;CARRO DE BATERIA;ALMOXARIFADO
024923;FOGAO 5BC BFS5PCRUNA BRASTEMP;ELETRO ELETRODOMESTICO FOGAO
024924;FOGAO 5BC CFS5NABUNA BR CONSUL;ELETRO ELETRODOMESTICO FOGAO
025024;KIT COZINHA SOFIA BRANCO/ASPEN/CANELA;MOVEIS COZINHA KIT
025073;ESCOVA ROTATIVA ER- 05 CERAMIC ION 1200;ELETRO BELEZA E SAUDE ESCOVA MODELADORA
A02887;BOLA ARMAZEM - COPA;ALMOXARIFADO
A02888;CONTROLE REMOTO DIGITAL;ALMOXARIFADO
A02890;TINTA DELANIL-ACR FOSCO 3
024888;LIQUID.B1000 PR 220V;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024889;LIQUID.DIAMANTE 800W/900W PR 220V;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024973;ROUPEIRO MODENA 6 PORTAS ROVERE;MOVEIS QUARTO GUARDA-ROUPA
025059;PAINEL FORTALEZA CACAU;MOVEIS SALA DE ESTAR PAINEL PARA TV
025066;HOME AMAZONAS CACAU;MOVEIS SALA DE ESTAR HOME
025082;SOFA 4L 4168 C/2BRACO 1626 A CAIXA 079EC;MOVEIS SALA DE ESTAR SOFA
A01402;LAMPADA 1141-12V PHILIPS;ALMOXARIFADO
014816;MOTO ZX CROSS EL 6V 2568;LAZER BRINQUEDOS MINI VEICULO
016979;CAMA SOLTEIRO YARA TK PT LX;MOVEIS QUARTO CAMA
020426;MESA DE MAD. QUADRADA  CEREJEIRA 80CM;MOVEIS TERRACO MESA
010922;LG KP152 TIM;CELULAR SMARTPHONE
022503;BASE SUEDE AMASSA CHUMBO LISA 0
009575;TELEFONE IBRATELE TM MASTER;ELETRO ELETROPORTATEIS TELEFONE
015472;COMODA FASCINACAO C ESP CARV BI PT;MOVEIS QUARTO COMODA
011662;NOKIA 7020 DB;CELULAR SMARTPHONE
019243;COZINHA SICILIA PLUS BC PT ONIX;MOVEIS COZINHA COZINHA COMPACTA
A00757;MOCHILA DEL 15.6 POL;ALMOXARIFADO
019696;BASE BOX STANDARD PRETA 079X198X39;MOVEIS COLCHAO BASE BOX
016308;ARM VIVACE LACA IPH1G 70 GARRAF BR;MOVEIS COZINHA COZINHA COMPACTA
011580;BICICLETA R12 CECIZINHA T9 BCO A17;LAZER ESPORTE E FITNESS BICICLETA
016279;ARM ALLEGRO LACA IPVM3NC 105 IPH1G 64 BR;MOVEIS COZINHA COZINHA COMPACTA
012142;RACK MAXIMUS REF.7000 IMB;MOVEIS SALA DE ESTAR RACK
011495;SAMSUNG E2210 VIVO;CELULAR SMARTPHONE
022079;CONJ 3X2 LUG MOD LEDA CHENILE LINHA C DIVERSO;MOVEIS SALA DE ESTAR SOFA
022948;FOGAO 5BC CLEAN FS BFS5 NABUNA 127/220V BR;ELETRO ELETRODOMESTICO FOGAO
013959;ESTANTE HOME THEATER EUCALIPTO BR PT;MOVEIS SALA DE ESTAR ESTANTE
011732;SAMSUNG E2130 DB;CELULAR SMARTPHONE
019668;BASE BOX STANDARD BRANCA 079X198X39;MOVEIS COLCHAO BASE BOX
012895;CRIADO GABI BR UVA;MOVEIS QUARTO CRIADO MUDO
016722;PA PORTA AR GEL 685 X 250 175 GRIZ;MOVEIS COZINHA COZINHA COMPACTA
017233;ARM ACO IPNVA 15 D NG MULYILINHAS 2012 BR;MOVEIS COZINHA COZINHA COMPACTA
022331;TAMPO DE MESA 1
S00073;SERVICO DE PROTECAO TOTAL 35;SERVICOS SEGURO CELULAR
RHA00548;CALCA 203 FEM   OPERAC   48;ALMOXARIFADO
024622;POLTRONA SABRINA 1314 MARROM SOMOPAR;MOVEIS SALA DE ESTAR POLTRONA
008012;DVD SD 700X;TECNOLOGIA TV E VIDEO DVD
A02728;CANALETA VENTILADA 30X30X2 BR;ALMOXARIFADO
019317;COZINHA COMPACTA 2180 542 BR PT;MOVEIS COZINHA COZINHA COMPACTA
009845;MESA CENTRO VIDRO GEIZA;MOVEIS SALA DE ESTAR MESA DE CENTRO
011928;ESTANTE ISADORA IMP V.RICA MG;MOVEIS SALA DE ESTAR ESTANTE
021697;NOTEBOOK HP 240 C.I3 4 500GB 14 pol W8.1;TECNOLOGIA INFORMATICA NOTEBOOK
016786;HOME BARAO CAP PT;MOVEIS SALA DE ESTAR ESTANTE
024737;FOGAO AGILE GLASS 5 BOCAS PRETO;ELETRO ELETRODOMESTICO FOGAO
007028;FOGAO 04 BC. PEROLA 420 EA  visor;ELETRO ELETRODOMESTICO FOGAO
017863;COLCHAO OURO D45 B 188X138X20 BORD;MOVEIS COLCHAO COLCHAO
008790;SAMSUNG E370 CLARO;CELULAR SMARTPHONE
023181;CADEIRA CONDESSA CR 38 JUNC BRONZ;MOVEIS COZINHA CADEIRA
A00997;FIO - 2
024018;CONJ ITALIA 6CAD GOLDEN 140X140 BR LACA/DEMOL;MOVEIS SALA DE JANTAR CONJUNTO MESA
017602;MESA ESTER RT 1
022150;SMARTPHONE ASUS ZENFONE GO 16GB DB PRETO;CELULAR SMARTPHONE SMARTPHONE
010803;NOKIA 1680 DB;CELULAR SMARTPHONE
005748;RACK PEGUE E LEVE 2020;MOVEIS SALA DE ESTAR RACK
009767;GRILL ELETRICO MOD I 12 NKS 220V;ELETRO UTILIDADES DOMESTICAS
020055;TABLET NB131 PC7 3G TV PINK;TECNOLOGIA INFORMATICA TABLET
017355;MESA COMPUTADOR MARIANA CZ PT;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
023298;RADIO RECEPTOR 2 FAIXAS RM-PFT 22/AC PTO;TECNOLOGIA AUDIO SOM PORTATIL
G0002L;GE1 TELEFONE FIXO;SERVICOS GARANTIA
023728;BEBEDOURO EGM 30 TURQUESA;ELETRO ELETRODOMESTICO BEBEDOURO
023147;CONJ.LANKASTER 1X1 4/C.VALENCIA CHOC TEC36;MOVEIS SALA DE JANTAR CONJUNTO MESA
021320;CONJ.PARIS 1
024167;PULSO DR PULSEIRA DR QZ F CO2035KLA/4X CONDOR;CELULAR RELOGIO RELOGIO
021859;SMARTPHONE SAMSUNG GAL A5 A510 DB PRETO;CELULAR SMARTPHONE SMARTPHONE
024656;BOX LINE OCM 2906B BLUETOOTH;TECNOLOGIA AUDIO CAIXA AMPLIFICADA
100015;ESCADA ROLANTE USADA;TECNOLOGIA
021613;COMODA UV 4069 NATURE PECAN;MOVEIS QUARTO COMODA
023678;CONJUNTO TAV9061-IN M008-PRF METAL CMC428PRF;MOVEIS COZINHA MESA
015980;LG A290 3 CHIPS DB;CELULAR SMARTPHONE
012572;CAMA SOLTEIRO REF 2010 NCECL MF;MOVEIS QUARTO CAMA
018083;PAINEL OUTDOOR FRASC PRISM PT;MOVEIS SALA DE ESTAR PAINEL PARA TV
002817;TV MITSUBISHI TC 2090;TECNOLOGIA TV E VIDEO TV
A01505;KIT DO AMORTECEDOR DIANTEIRO;ALMOXARIFADO
023155;APARADOR FORTUNA CASTANHO TEC111;MOVEIS SALA DE JANTAR APARADOR
018459;CAMA CASAL VENEZA BR PT;MOVEIS QUARTO CAMA
018652;FREEZER VERTICAL 1PT.CVU18GBBNA 121L BR;ELETRO ELETRODOMESTICO FREEZER
020308;ROUPEIRO PARIS 6P 100%MDF MALBEC CHAMP;MOVEIS QUARTO GUARDA-ROUPA
006760;LIQUIDIFICADOR LIQS FACILIQ SUPER;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
020451;TABLET NB172 M9 QUAD CORE PT;TECNOLOGIA INFORMATICA TABLET
005987;CELULAR A1228D TDMA PRETO;CELULAR SMARTPHONE
021206;PAINEL HOME CAPRI CARV VULC PRETO;MOVEIS SALA DE ESTAR PAINEL PARA TV
021948;CJ 6 CADEIRAS THAIS DECOR 79 PRT ACO NOBRE;MOVEIS TERRACO CADEIRA
012002;CAMERA R1200 12GB CARTAO 2GB BAT LCD 2
020792;ESTOFADO YASMIN LARANJA10;MOVEIS SALA DE ESTAR SOFA
019144;MESA DE CENTRO ALUMINIO MC 002;MOVEIS TERRACO CADEIRA
006395;ALO FACIL KIT;CELULAR SMARTPHONE
011566;SAMSUNG M2510 AZUL;CELULAR SMARTPHONE
023552;COZINHA COMPACTA SHEILA 720 TX DAKOTA/TX BR;MOVEIS COZINHA COZINHA COMPACTA
018109;BICICLETA R16 HOT WHEELS T10 V1 PRETO A15;LAZER ESPORTE E FITNESS BICICLETA
013673;MINI SYSTEM FWM 208 55;TECNOLOGIA AUDIO MINI SYSTEM
008511;PRANCHA CERAMICA BWOLT;ELETRO BELEZA E SAUDE PRANCHA
019660;TABLET 7 POLWIND TT 2725  2014  C CAPA WHERE;TECNOLOGIA INFORMATICA TABLET
023291;CARREGADOR DE BATERIA SERIE 86281;CELULAR ACESSORIO ACESSORIO
023970;CHIP OI 4G HLR 69;CELULAR CHIP CHIP
024401;APARADOR MULTIFUNCIONAL 3X1 DEM OFF WHITE BR;MOVEIS SALA DE JANTAR APARADOR
014202;MESA CENTRO MONET 219 09 CARV VULC PT;MOVEIS SALA DE ESTAR MESA DE CENTRO
013014;ESCRIVANINHA SIENA TB BR;MOVEIS ESCRITORIO ESCRIVANINHA
008828;CAMA SOLTEIRO RENATA;MOVEIS QUARTO CAMA
024298;RACK LISBOA BRANCO/ACACIA;MOVEIS SALA DE ESTAR RACK
017775;HOME THEATER BDV E2100;TECNOLOGIA TV E VIDEO HOME THEATER
014610;LG C300 CLARO;CELULAR SMARTPHONE
008976;TELEFONE C FIO TL2026 C CH NKS;ELETRO ELETROPORTATEIS TELEFONE
A00597;LUVA RASPA CURTA CA12057;ALMOXARIFADO
A02147;CINEMATICO MONTADO P/ RODOAR;ALMOXARIFADO
021881;CONJ.VITORIA 1
011513;POLTRONA SIDNEY BR;MOVEIS TERRACO POLTRONA
A01351;ANEL DE VEDACAO A0249972747;ALMOXARIFADO
018348;BAN MOTO HOT WHEELS EL 6V 2170;LAZER BRINQUEDOS MINI VEICULO
021538;VENTILADOR VA3B ALIVIO MAXX 30CM BR;ELETRO AR E VENTILACAO VENTILADOR
019071;ESTANTE LORENA PLUS ORO CREMA;MOVEIS SALA DE ESTAR ESTANTE
011628;AUTO RADIO D2000 DVD C BLUETOOTH;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
A02159;BUCHA MOLA DIANT;ALMOXARIFADO
012894;COMODA LAIS 4 GAV.CAFE BR PEROLA;MOVEIS QUARTO COMODA
019788;SAMSUNG GALAXY ACE 4 LITE G313 DUOS BCO DB;CELULAR SMARTPHONE SMARTPHONE
018247;SUPORTE P TV LCD SBRP 111;TECNOLOGIA TV E VIDEO SUPORTE PARA TV
A00880;LENTE QUADRADA BRANCA (ARG) TOPO BAU ( 1450 );ALMOXARIFADO
018962;RACK TRIBO NOGUEIRA AREIA;MOVEIS SALA DE ESTAR RACK
021662;RACK PORTO BELO REF 68 CHAMP BL  IPE BL;MOVEIS SALA DE ESTAR RACK
016391;MESA LONDRES RT.1
A01514;ANEL ORING. NITRILICO 36
018783;CAFETEIRA RI7546 20 26 XIC.JARRA INOX;ELETRO ELETROPORTATEIS CAFETEIRA
019463;ESTANTE SENSACAO CAPUCCINO AREIA;MOVEIS SALA DE ESTAR ESTANTE
017371;CAMERA DIGITAL DSC W730 L;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
018875;TV 22P LCD LED LG 22MA33N HDMI;TECNOLOGIA TV E VIDEO TV
008053;FERRO A VAPOR LC 15;ELETRO ELETROPORTATEIS FERRO
RHA00144;CALCA 201 MAS   OPERAC   44;ALMOXARIFADO
024221;PULSO METAL DR PULS METAL DR QZ COPC32AB/4X;CELULAR RELOGIO RELOGIO
008330;LG MG155 TIM GSM;CELULAR SMARTPHONE
021636;FERRO VAPOR X5000B2 BASE ALUM BLACK E DECKER;ELETRO ELETROPORTATEIS FERRO
A01991;DESINCRUSTANTE ACIDO 1L;ALMOXARIFADO
015349;NOTEBOOK C.I 3 ACER AS5750 BR864 2GB HD500 W7;TECNOLOGIA INFORMATICA NOTEBOOK
C00009;CP EXPANSAO DA LICENA DE SOFTWARE DYNAMIC CAP;ALMOXARIFADO
015612;ARMARIO MULTIUSO PRATIC BR PT;MOVEIS COZINHA ARMARIO
RHC00115;CAMISA 117 MAS   EXTERNOS   PP;ALMOXARIFADO
A00710;PLACA DE VIDEO GT 210;ALMOXARIFADO
015730;CABECEIRA CLIVIA CASAL IMB PT;MOVEIS QUARTO CABECEIRA
006098;PURIFICADOR ST 82 SUGGAR;ELETRO ELETRODOMESTICO DEPURADOR
015762;MESA DE CENTRO MIRAGEM BR PT;MOVEIS SALA DE ESTAR MESA DE CENTRO
023383;CONJ.SAN DIEGO NATURALE WENGUE;MOVEIS SALA DE ESTAR RACK
013843;ROUPEIRO IBIZA 6 PORTAS TB BR;MOVEIS QUARTO GUARDA-ROUPA
010028;BATEDEIRA PEROLA;ELETRO ELETROPORTATEIS BATEDEIRA
022692;HOME ONIX NOCE/VANILLA;MOVEIS SALA DE ESTAR HOME
G0008Z;GE2 NOTEBOOK;SERVICOS GARANTIA
A02161;BUCHA MOLA TRAS;ALMOXARIFADO
014608;COLCHAO DE MOLA ESPECIAL 138 X 1
A01434;CARCACA TRASEIRA DA CX EATON;ALMOXARIFADO
013692;REFRIGERADOR ROC 34 INOX;ELETRO ELETRODOMESTICO REFRIGERADOR
023929;BALCAO 120CM 2P 4GAV C/TAMPO CG192 TKA-VERMON;MOVEIS COZINHA BALCAO
010903;CAMERA DIGITAL OLYMPUS X 15 8.0 MB 3XZ00M;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
A01739;JUNTA DO CARTER;ALMOXARIFADO
007966;TELEVISOR COLOR 20 HPS 2088 ST;TECNOLOGIA TV E VIDEO TV
002732;BICICLETA CECI ARO 16;LAZER ESPORTE E FITNESS BICICLETA
023213;ROUPEIRO SELECTO 7P BP4585 GLASS TKA S.VERM;MOVEIS QUARTO GUARDA-ROUPA
A01959;RELE DE PISCA TIT92 A 08;ALMOXARIFADO
011704;SAMSUNG E1086 TIM;CELULAR SMARTPHONE
013336;MOTOTICO SPORT 807;LAZER BRINQUEDOS MINI VEICULO
009748;FOGAO 6BC. BAHAMAS GLASS 6809FX BR BR;ELETRO ELETRODOMESTICO FOGAO
011655;HOME THEATER DAV DZ 295K;TECNOLOGIA TV E VIDEO HOME THEATER
009290;FOGAO PERFETTO I BR GE BIV VS;ELETRO ELETRODOMESTICO FOGAO
011437;RADIO TR 7051;TECNOLOGIA AUDIO SOM PORTATIL
017071;ROUPEIRO MAXIMUS MAX TB BR;MOVEIS QUARTO GUARDA-ROUPA
023994;ESTANTE 1 GAVETA PO501-B1 BR/CZ DE MADEIRA;MOVEIS SALA DE ESTAR ESTANTE
024204;PULSO DR PULSEIRA DR QZ CO2036DE/4B CONDOR;CELULAR RELOGIO RELOGIO
019943;PANELEIRO SIMPLES NAPOLI 334X2195X305MM NOG C;MOVEIS COZINHA PANELEIRO
024859;ROUPEIRO 6 PTS.DEBORA CARVALHO;MOVEIS QUARTO GUARDA-ROUPA
009801;BALCAO 1.20;MOVEIS COZINHA COZINHA COMPACTA
010837;FOGAO SPLENDIDO I INOX;ELETRO ELETRODOMESTICO FOGAO
008387;COMODA 8151 BR COLORIDO 5G INF.;MOVEIS QUARTO COMODA
RHC00123;CAMISA 117 MAS   EXTERNOS   G;ALMOXARIFADO
024718;G.ROUPA 3PTS LINE 2011 CINZA/RUSTICO;MOVEIS QUARTO GUARDA-ROUPA
024291;GRILL PREMIER GRL299 CADENCE;ELETRO ELETROPORTATEIS GRILL
011056;NOKIA 2680 DB;CELULAR SMARTPHONE
024080;PULSO ACO DR PULSEIRA ACO DR 2115KND/4K TECHN;CELULAR RELOGIO RELOGIO
A02406;LAMPADA 24V 1141 MAIOR PHILIPS;ALMOXARIFADO
016426;BELICHE GUARA 8
008520;MINI SYSTEM MS 7306 CD LET;TECNOLOGIA AUDIO MINI SYSTEM
A00387;PAPEL CONTACT TRANSPARENTE;ALMOXARIFADO
014711;G.ROUPA 5124 2PTS.C PES 557 4G CORRER CZ PT;MOVEIS QUARTO GUARDA-ROUPA
025048;UNID COND INVERTER 52.000 BTU AVUW60GM2PO AWG;ELETRO AR E VENTILACAO AR CONDICIONADO
025049;UND EVAP INVERTER 52.000BTU AVNW60GM2P0 ANW;ELETRO AR E VENTILACAO AR CONDICIONADO
025050;UNID COND SPLIT INVERTER 9.000BTU USUQ092WSG3;ELETRO AR E VENTILACAO AR CONDICIONADO
025051;UND EVAP SPLIT INVERTER 9.000BTU USNQ092WSG3;ELETRO AR E VENTILACAO AR CONDICIONADO
025052;ESTOFADO 3 E 2 LUGARES SOSSEGO CHENILLE CINZA;MOVEIS SALA DE ESTAR SOFA
A02951;KIT TECLADO/USB S FIO;ALMOXARIFADO
025037;GUARDA ROUPA 2PTS SLIM BRANCO/ROSA;MOVEIS QUARTO GUARDA-ROUPA
024871;LIQUID.RI-2004/00 WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024872;LIQUID.RI-2004/90 (PT) WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024873;LIQUID.RI-2134/90 WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024870;BARBEADOR S1070/04 WALITA;ELETRO BELEZA E SAUDE BARBEADOR ELETRICO
